"Last Modified","Container Type","Container Description","Track Description","Ignore For Recommendations",Country,"Container Reference","Track Reference","Feature Name","First Event Timestamp","Last End Reason Tyoe","Last Event End Timestamp","Last Event Received Timestamp","Last Event Start Timestamp","Max Event End Position in millis","Max Play Duration in millis","Media duration in millis","Media type","Min Event Start Position in millis","Total plays","Total skips","Total play duration in millis"
2025-07-31T01:19:51.460Z,Album,"Tears for Fears - The Tipping Point","Tears for Fears - No Small Thing",false,"United States",1586912660,1586912661,"search / artist_detail / album_detail",2025-07-31T01:19:51.460Z,NATURAL_END_OF_TRACK,2025-07-31T01:24:33.460Z,2025-07-31T01:24:33.618Z,2025-07-31T01:19:51.460Z,282000,282000,282000,AUDIO,0,1,0,282000
2025-07-30T17:55:59.560Z,N/A,N/A,"Arch Enemy - Nemesis",false,"United States",N/A,1045077665,"search / search_landing / artist_detail",2025-07-30T17:55:59.560Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2025-07-31T01:19:49.868Z,2025-07-31T01:19:50.898Z,2025-07-31T01:18:56.598Z,89689,53270,252280,AUDIO,0,1,1,89689
2025-07-30T17:51:10.706Z,N/A,N/A,"Arch Enemy - Illuminate the Path",false,"United States",N/A,1768099544,"search / search_landing / artist_detail",2025-07-30T17:51:10.706Z,NATURAL_END_OF_TRACK,2025-07-30T17:55:59.559Z,2025-07-30T17:55:59.698Z,2025-07-30T17:51:10.706Z,288853,288853,288853,AUDIO,0,1,0,288853
2025-07-30T17:46:12.928Z,N/A,N/A,"Arch Enemy - The Watcher",false,"United States",N/A,1604942270,"search / search_landing / artist_detail",2025-07-30T17:46:12.928Z,NATURAL_END_OF_TRACK,2025-07-30T17:51:10.928Z,2025-07-30T17:51:10.982Z,2025-07-30T17:46:12.928Z,298000,298000,298000,AUDIO,0,1,0,298000
2025-07-27T12:47:49.197Z,N/A,N/A,"Arch Enemy - War Eternal",false,"United States",N/A,1045381528,"search / search_landing / artist_detail",2025-07-27T12:47:49.197Z,NATURAL_END_OF_TRACK,2025-07-30T17:46:12.675Z,2025-07-30T17:46:12.718Z,2025-07-30T17:45:42.968Z,256053,256053,256053,AUDIO,0,2,0,512106
2025-07-30T17:37:47.626Z,N/A,N/A,"Eyehategod - 30$ Bag (remastered 2007)",false,"United States",N/A,1045217626,"search / search_landing / artist_detail / see_all",2025-07-30T17:37:47.626Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2025-07-30T17:39:10.358Z,2025-07-30T17:39:10.664Z,2025-07-30T17:37:47.626Z,82732,82732,167413,AUDIO,0,1,1,82732
2025-07-30T17:36:21.834Z,N/A,N/A,"Eyehategod - Sabbath Jam",false,"United States",N/A,1575328542,"search / search_landing / artist_detail / see_all",2025-07-30T17:36:21.834Z,TRACK_SKIPPED_FORWARDS,2025-07-30T17:37:47.280Z,2025-07-30T17:37:47.455Z,2025-07-30T17:36:21.834Z,85446,85446,365706,AUDIO,0,1,1,85446
2025-07-30T17:32:28.392Z,N/A,N/A,"Eyehategod - Take As Needed for Pain (remastered 2007)",false,"United States",N/A,1045217636,"search / search_landing / artist_detail / see_all",2025-07-30T17:32:28.392Z,TRACK_SKIPPED_FORWARDS,2025-07-30T17:36:21.742Z,2025-07-30T17:36:21.914Z,2025-07-30T17:32:28.392Z,233350,233350,366947,AUDIO,0,1,1,233350
2025-07-30T17:28:04.246Z,N/A,N/A,"Jinjer - Cloud Factory",false,"United States",N/A,1321056939,"search / search_landing / artist_detail / see_all",2025-07-30T17:28:04.246Z,PLAYBACK_SUSPENDED,2025-07-30T17:28:10Z,2025-07-30T17:28:10.017Z,2025-07-30T17:28:04.246Z,5754,5754,284400,AUDIO,0,1,0,5754
2025-07-29T14:03:30.544Z,N/A,N/A,"Jinjer - Kafka",false,"United States",N/A,1772326788,"search / search_landing / artist_detail / see_all",2025-07-29T14:03:30.544Z,NATURAL_END_OF_TRACK,2025-07-30T17:28:04.196Z,2025-07-30T17:28:04.261Z,2025-07-30T17:27:38.986Z,249286,224077,249286,AUDIO,0,1,0,249287
2025-07-30T03:03:55.444Z,"Radio Station",N/A,"MurZo - Perfect Storm",false,"United States",ra.q-MP3EBw,1753180895,voice_control,2025-07-30T03:03:55.444Z,PLAYBACK_MANUALLY_PAUSED,2025-07-30T03:04:06.444Z,2025-07-30T03:04:06.444Z,2025-07-30T03:03:55.444Z,11000,11000,188000,AUDIO,0,1,0,11000
2025-07-29T19:49:20.256Z,"Radio Station",N/A,"Spandau Ballet - True (Remastered)",false,"United States",ra.1055200360,693107448,voice_control,2025-07-29T19:49:20.256Z,PLAYBACK_MANUALLY_PAUSED,2025-07-29T19:49:52.256Z,2025-07-29T19:49:52.256Z,2025-07-29T19:49:20.256Z,32000,32000,393000,AUDIO,0,1,0,32000
2025-07-29T19:46:19.398Z,"Radio Station",N/A,"Harold Faltermeyer - Axel F",false,"United States",ra.1055200360,1458388103,voice_control,2025-07-29T19:46:19.398Z,NATURAL_END_OF_TRACK,2025-07-29T19:49:20.398Z,2025-07-29T19:49:20.398Z,2025-07-29T19:46:19.398Z,181000,181000,181000,AUDIO,0,1,0,181000
2025-07-29T19:42:13.386Z,"Radio Station",N/A,"Huey Lewis and the News - The Heart of Rock and Roll (Single Edit)",false,"United States",ra.1055200360,725785088,voice_control,2025-07-29T19:42:13.386Z,NATURAL_END_OF_TRACK,2025-07-29T19:46:19.386Z,2025-07-29T19:46:19.386Z,2025-07-29T19:42:13.386Z,246000,246000,246000,AUDIO,0,1,0,246000
2025-07-29T19:38:06.779Z,"Radio Station",N/A,"Belinda Carlisle - Heaven is a Place on Earth",false,"United States",ra.1055200360,1440771048,voice_control,2025-07-29T19:38:06.779Z,NATURAL_END_OF_TRACK,2025-07-29T19:42:13.779Z,2025-07-29T19:42:13.779Z,2025-07-29T19:38:06.779Z,247000,247000,247000,AUDIO,0,1,0,247000
2025-07-29T19:32:30.570Z,"Radio Station",N/A,"Phil Collins - In the Air Tonight",false,"United States",ra.1055200360,1076779225,voice_control,2025-07-29T19:32:30.570Z,NATURAL_END_OF_TRACK,2025-07-29T19:38:06.570Z,2025-07-29T19:38:06.570Z,2025-07-29T19:32:30.570Z,336000,336000,336000,AUDIO,0,1,0,336000
2025-07-29T19:32:00.805Z,"Radio Station",N/A,"Alex Warren - Eternity",false,"United States",ra.686227433,1817735147,voice_control,2025-07-29T19:32:00.805Z,PLAYBACK_MANUALLY_PAUSED,2025-07-29T19:32:29.805Z,2025-07-29T19:32:29.805Z,2025-07-29T19:32:00.805Z,29000,29000,190000,AUDIO,0,1,0,29000
2025-07-29T16:01:25.980Z,"Radio Station",N/A,"Duran Duran - Hungry Like the Wolf (Single Version)",false,"United States",ra.1055200360,693602526,voice_control,2025-07-29T16:01:25.980Z,PLAYBACK_MANUALLY_PAUSED,2025-07-29T16:02:39.980Z,2025-07-29T16:02:39.980Z,2025-07-29T16:01:25.980Z,74000,74000,210000,AUDIO,0,1,0,74000
2025-07-29T15:57:43.012Z,"Radio Station",N/A,"The Outfield - Your Love",false,"United States",ra.1055200360,1670681199,voice_control,2025-07-29T15:57:43.012Z,NATURAL_END_OF_TRACK,2025-07-29T16:01:26.012Z,2025-07-29T16:01:26.012Z,2025-07-29T15:57:43.012Z,223000,223000,223000,AUDIO,0,1,0,223000
2025-07-29T15:49:48.947Z,"Radio Station",N/A,"Bon Jovi - Livin' On a Prayer",false,"United States",ra.1055200360,1422955211,voice_control,2025-07-29T15:49:48.947Z,NATURAL_END_OF_TRACK,2025-07-29T15:57:42.553Z,2025-07-29T15:57:42.553Z,2025-07-29T15:53:32.553Z,250000,250000,250000,AUDIO,0,1,0,268000
2025-07-29T15:45:07.531Z,"Radio Station",N/A,"Paul Simon - You Can Call Me Al",false,"United States",ra.1055200360,581741462,voice_control,2025-07-29T15:45:07.531Z,NATURAL_END_OF_TRACK,2025-07-29T15:49:48.531Z,2025-07-29T15:49:48.531Z,2025-07-29T15:45:07.531Z,281000,281000,281000,AUDIO,0,1,0,281000
2025-07-29T15:40:15.914Z,"Radio Station",N/A,"Echo & The Bunnymen - Lips Like Sugar",false,"United States",ra.1055200360,31740091,voice_control,2025-07-29T15:40:15.914Z,NATURAL_END_OF_TRACK,2025-07-29T15:45:07.914Z,2025-07-29T15:45:07.914Z,2025-07-29T15:40:15.914Z,292000,292000,292000,AUDIO,0,1,0,292000
2025-07-29T15:35:03.130Z,"Radio Station",N/A,"The Gap Band - You Dropped a Bomb on Me",false,"United States",ra.1055200360,1424520696,voice_control,2025-07-29T15:35:03.130Z,NATURAL_END_OF_TRACK,2025-07-29T15:40:16.130Z,2025-07-29T15:40:16.130Z,2025-07-29T15:35:03.130Z,313000,313000,313000,AUDIO,0,1,0,313000
2025-07-29T15:30:28.746Z,"Radio Station",N/A,"Whitney Houston - How Will I Know",false,"United States",ra.1055200360,349286433,voice_control,2025-07-29T15:30:28.746Z,NATURAL_END_OF_TRACK,2025-07-29T15:35:02.746Z,2025-07-29T15:35:02.746Z,2025-07-29T15:30:28.746Z,274000,274000,274000,AUDIO,0,1,0,274000
2025-07-29T15:26:37.077Z,"Radio Station",N/A,"The Pointer Sisters - Slow Hand",false,"United States",ra.1055200360,452398017,voice_control,2025-07-29T15:26:37.077Z,NATURAL_END_OF_TRACK,2025-07-29T15:30:29.077Z,2025-07-29T15:30:29.077Z,2025-07-29T15:26:37.077Z,232000,232000,232000,AUDIO,0,1,0,232000
2025-07-29T15:23:10.849Z,"Radio Station",N/A,"Dexys Midnight Runners - Come On Eileen (Single Edit)",false,"United States",ra.1055200360,1445280544,voice_control,2025-07-29T15:23:10.849Z,NATURAL_END_OF_TRACK,2025-07-29T15:26:36.849Z,2025-07-29T15:26:36.849Z,2025-07-29T15:23:10.849Z,206000,206000,206000,AUDIO,0,1,0,206000
2025-07-29T13:59:34.529Z,N/A,N/A,"Jinjer - Outlander",false,"United States",N/A,1321056926,"search / search_landing / artist_detail / see_all",2025-07-29T13:59:34.529Z,NATURAL_END_OF_TRACK,2025-07-29T14:03:30.555Z,2025-07-29T14:03:30.591Z,2025-07-29T13:59:34.529Z,236026,236026,236026,AUDIO,0,1,0,236026
2025-07-29T12:56:08.275Z,N/A,N/A,"Jinjer - lainnereP",false,"United States",N/A,1475962214,"search / search_landing / artist_detail / see_all",2025-07-29T12:56:08.275Z,NATURAL_END_OF_TRACK,2025-07-29T13:59:34.478Z,2025-07-29T13:59:34.516Z,2025-07-29T13:58:16.575Z,328027,162163,328026,AUDIO,0,1,0,328026
2025-07-29T12:53:28.641Z,N/A,N/A,"Jinjer - Rogue",false,"United States",N/A,1772326767,"search / search_landing / artist_detail / see_all",2025-07-29T12:53:28.641Z,TRACK_SKIPPED_FORWARDS,2025-07-29T12:56:07.921Z,2025-07-29T12:56:08.155Z,2025-07-29T12:53:28.641Z,159280,159280,192049,AUDIO,0,1,1,159280
2025-07-27T12:33:15.052Z,N/A,N/A,"Jinjer - Pisces",false,"United States",N/A,1183567528,"search / search_landing / artist_detail / see_all",2025-07-27T12:33:15.052Z,NATURAL_END_OF_TRACK,2025-07-29T12:53:28.633Z,2025-07-29T12:53:28.777Z,2025-07-29T12:48:23.062Z,305571,305571,305571,AUDIO,0,2,0,611142
2025-07-29T12:46:13.379Z,N/A,N/A,"Mastodon - The Motherload",false,"United States",N/A,866402582,"search / search_landing / artist_detail",2025-07-29T12:46:13.379Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2025-07-29T12:48:22.102Z,2025-07-29T12:48:22.886Z,2025-07-29T12:46:13.379Z,128723,128723,299786,AUDIO,0,1,1,128723
2025-07-29T12:44:09.261Z,N/A,N/A,"Mastodon - Oblivion",false,"United States",N/A,308924922,"search / search_landing / artist_detail",2025-07-29T12:44:09.261Z,TRACK_SKIPPED_FORWARDS,2025-07-29T12:46:13.165Z,2025-07-29T12:46:13.333Z,2025-07-29T12:44:09.261Z,123904,123904,346573,AUDIO,0,1,1,123904
2025-07-29T12:42:35.211Z,N/A,N/A,"Mastodon - I Am Ahab",false,"United States",N/A,65922968,"search / search_landing / artist_detail",2025-07-29T12:42:35.211Z,TRACK_SKIPPED_FORWARDS,2025-07-29T12:44:08.972Z,2025-07-29T12:44:09.137Z,2025-07-29T12:42:35.211Z,93761,93761,165853,AUDIO,0,1,1,93761
2025-07-29T12:38:26.923Z,N/A,N/A,"Mastodon - Blood and Thunder",false,"United States",N/A,65922935,"search / search_landing / artist_detail",2025-07-29T12:38:26.923Z,NATURAL_END_OF_TRACK,2025-07-29T12:42:35.202Z,2025-07-29T12:42:35.266Z,2025-07-29T12:38:46.615Z,228587,228587,228587,AUDIO,0,3,2,245773
2025-07-29T12:38:45.233Z,N/A,N/A,"Mastodon - Curl of the Burl",false,"United States",N/A,458811796,"search / search_landing / artist_detail",2025-07-29T12:38:45.233Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2025-07-29T12:38:46.042Z,2025-07-29T12:38:46.207Z,2025-07-29T12:38:45.233Z,809,809,220133,AUDIO,0,1,1,809
2025-07-28T20:48:37.725Z,"Radio Station",N/A,"U2 - I Still Haven't Found What I'm Looking For",false,"United States",ra.1055200360,1443155644,voice_control,2025-07-28T20:48:37.725Z,PLAYBACK_MANUALLY_PAUSED,2025-07-28T22:20:50.403Z,2025-07-28T22:20:50.403Z,2025-07-28T22:19:31.403Z,79000,79000,277000,AUDIO,0,1,0,231000
2025-07-28T20:44:55.792Z,"Radio Station",N/A,"Thomas Dolby - She Blinded Me With Science (2009 Remaster)",false,"United States",ra.1055200360,1437325477,voice_control,2025-07-28T20:44:55.792Z,NATURAL_END_OF_TRACK,2025-07-28T20:48:37.792Z,2025-07-28T20:48:37.792Z,2025-07-28T20:44:55.792Z,222000,222000,222000,AUDIO,0,1,0,222000
2025-07-28T20:40:25.562Z,"Radio Station",N/A,"Starship - Nothing's Gonna Stop Us Now",false,"United States",ra.1055200360,1446278331,voice_control,2025-07-28T20:40:25.562Z,NATURAL_END_OF_TRACK,2025-07-28T20:44:55.562Z,2025-07-28T20:44:55.562Z,2025-07-28T20:40:25.562Z,270000,270000,270000,AUDIO,0,1,0,270000
2025-07-28T20:37:31.082Z,"Radio Station",N/A,"Los Lobos - La Bamba",false,"United States",ra.1055200360,342347879,voice_control,2025-07-28T20:37:31.082Z,NATURAL_END_OF_TRACK,2025-07-28T20:40:25.082Z,2025-07-28T20:40:25.082Z,2025-07-28T20:37:31.082Z,174000,174000,174000,AUDIO,0,1,0,174000
2025-07-28T20:33:55.801Z,"Radio Station",N/A,"Prince & The Revolution - Raspberry Beret",false,"United States",ra.1055200360,1544292230,voice_control,2025-07-28T20:33:55.801Z,NATURAL_END_OF_TRACK,2025-07-28T20:37:30.801Z,2025-07-28T20:37:30.801Z,2025-07-28T20:33:55.801Z,215000,215000,215000,AUDIO,0,1,0,215000
2025-07-28T20:30:03.419Z,"Radio Station",N/A,"Heavy D & The Boyz - We Got Our Own Thang",false,"United States",ra.1055200360,1442869926,voice_control,2025-07-28T20:30:03.419Z,NATURAL_END_OF_TRACK,2025-07-28T20:33:55.419Z,2025-07-28T20:33:55.419Z,2025-07-28T20:30:03.419Z,232000,232000,232000,AUDIO,0,1,0,232000
2025-07-28T20:27:22.390Z,"Radio Station",N/A,"DEVO - Whip It",false,"United States",ra.1055200360,335254389,voice_control,2025-07-28T20:27:22.390Z,NATURAL_END_OF_TRACK,2025-07-28T20:30:03.390Z,2025-07-28T20:30:03.390Z,2025-07-28T20:27:22.390Z,161000,161000,161000,AUDIO,0,1,0,161000
2025-07-28T20:23:33.306Z,"Radio Station",N/A,"a-ha - Take On Me",false,"United States",ra.1055200360,392429593,voice_control,2025-07-28T20:23:33.306Z,NATURAL_END_OF_TRACK,2025-07-28T20:27:22.306Z,2025-07-28T20:27:22.306Z,2025-07-28T20:23:33.306Z,229000,229000,229000,AUDIO,0,1,0,229000
2025-07-28T20:16:35.139Z,"Radio Station",N/A,"Bonnie Tyler - Total Eclipse of the Heart",false,"United States",ra.1055200360,1504111288,voice_control,2025-07-28T20:16:35.139Z,NATURAL_END_OF_TRACK,2025-07-28T20:23:33.139Z,2025-07-28T20:23:33.139Z,2025-07-28T20:16:35.139Z,418000,418000,418000,AUDIO,0,1,0,418000
2025-07-28T20:12:58.166Z,"Radio Station",N/A,"Eurythmics - Sweet Dreams (Are Made of This)",false,"United States",ra.1055200360,207057617,voice_control,2025-07-28T20:12:58.166Z,NATURAL_END_OF_TRACK,2025-07-28T20:16:35.166Z,2025-07-28T20:16:35.166Z,2025-07-28T20:12:58.166Z,217000,217000,217000,AUDIO,0,1,0,217000
2025-07-28T20:08:41.356Z,"Radio Station",N/A,"Mr. Mister - Kyrie",false,"United States",ra.1055200360,303089727,voice_control,2025-07-28T20:08:41.356Z,NATURAL_END_OF_TRACK,2025-07-28T20:12:58.356Z,2025-07-28T20:12:58.356Z,2025-07-28T20:08:41.356Z,257000,257000,257000,AUDIO,0,1,0,257000
2025-07-28T20:04:57.603Z,"Radio Station",N/A,"Pet Shop Boys - Opportunities (Let's Make Lots of Money)",false,"United States",ra.1055200360,1321156062,voice_control,2025-07-28T20:04:57.603Z,NATURAL_END_OF_TRACK,2025-07-28T20:08:41.603Z,2025-07-28T20:08:41.603Z,2025-07-28T20:04:57.603Z,224000,224000,224000,AUDIO,0,1,0,224000
2025-07-28T20:01:23.703Z,"Radio Station",N/A,"Shannon - Let the Music Play",false,"United States",ra.1055200360,287286691,voice_control,2025-07-28T20:01:23.703Z,NATURAL_END_OF_TRACK,2025-07-28T20:04:57.703Z,2025-07-28T20:04:57.703Z,2025-07-28T20:01:23.703Z,214000,214000,214000,AUDIO,0,1,0,214000
2025-07-28T19:58:44.292Z,"Radio Station",N/A,"Bruce Springsteen - I'm On Fire",false,"United States",ra.1055200360,203708893,voice_control,2025-07-28T19:58:44.292Z,NATURAL_END_OF_TRACK,2025-07-28T20:01:23.292Z,2025-07-28T20:01:23.292Z,2025-07-28T19:58:44.292Z,159000,159000,159000,AUDIO,0,1,0,159000
2025-07-28T19:54:39.060Z,"Radio Station",N/A,"Gregory Abbott - Shake You Down",false,"United States",ra.1055200360,1252719278,voice_control,2025-07-28T19:54:39.060Z,NATURAL_END_OF_TRACK,2025-07-28T19:58:44.060Z,2025-07-28T19:58:44.060Z,2025-07-28T19:54:39.060Z,245000,245000,245000,AUDIO,0,1,0,245000
2025-07-28T19:51:17.734Z,"Radio Station",N/A,"REO Speedwagon - Keep On Loving You",false,"United States",ra.1055200360,385550946,voice_control,2025-07-28T19:51:17.734Z,NATURAL_END_OF_TRACK,2025-07-28T19:54:38.734Z,2025-07-28T19:54:38.734Z,2025-07-28T19:51:17.734Z,201000,201000,201000,AUDIO,0,1,0,201000
2025-07-28T19:47:22.564Z,"Radio Station",N/A,"Cyndi Lauper - Girls Just Want to Have Fun",false,"United States",ra.1055200360,187488205,voice_control,2025-07-28T19:47:22.564Z,NATURAL_END_OF_TRACK,2025-07-28T19:51:17.564Z,2025-07-28T19:51:17.564Z,2025-07-28T19:47:22.564Z,235000,235000,235000,AUDIO,0,1,0,235000
2025-07-28T19:43:33.252Z,"Radio Station",N/A,"Eric B. & Rakim - Paid In Full",false,"United States",ra.1055200360,1440841589,voice_control,2025-07-28T19:43:33.252Z,NATURAL_END_OF_TRACK,2025-07-28T19:47:22.252Z,2025-07-28T19:47:22.252Z,2025-07-28T19:43:33.252Z,229000,229000,229000,AUDIO,0,1,0,229000
2025-07-28T19:39:21.324Z,"Radio Station",N/A,"Scorpions - Rock You Like a Hurricane",false,"United States",ra.1055200360,1425261763,voice_control,2025-07-28T19:39:21.324Z,NATURAL_END_OF_TRACK,2025-07-28T19:43:33.324Z,2025-07-28T19:43:33.324Z,2025-07-28T19:39:21.324Z,252000,252000,252000,AUDIO,0,1,0,252000
2025-07-28T19:39:12.464Z,"Radio Station",N/A,"Blondie - Rapture",false,"United States",ra.1055200360,724403460,voice_control,2025-07-28T19:39:12.464Z,PLAYBACK_MANUALLY_PAUSED,2025-07-28T19:39:20.464Z,2025-07-28T19:39:20.464Z,2025-07-28T19:39:12.464Z,8000,8000,391000,AUDIO,0,1,0,8000
2025-07-28T19:17:39.110Z,"Radio Station",N/A,"Michael Sembello - Maniac",false,"United States",ra.1055200360,1425259944,voice_control,2025-07-28T19:17:39.110Z,NATURAL_END_OF_TRACK,2025-07-28T19:39:08.644Z,2025-07-28T19:39:08.644Z,2025-07-28T19:35:03.644Z,245000,245000,245000,AUDIO,0,1,0,488000
2025-07-28T19:12:38.536Z,"Radio Station",N/A,"Foreigner - I Want to Know What Love Is",false,"United States",ra.1055200360,284531789,voice_control,2025-07-28T19:12:38.536Z,NATURAL_END_OF_TRACK,2025-07-28T19:17:39.536Z,2025-07-28T19:17:39.536Z,2025-07-28T19:12:38.536Z,301000,301000,301000,AUDIO,0,1,0,301000
2025-07-28T19:07:38.378Z,"Radio Station",N/A,"George Michael - Careless Whisper",false,"United States",ra.1055200360,429945616,voice_control,2025-07-28T19:07:38.378Z,NATURAL_END_OF_TRACK,2025-07-28T19:12:38.378Z,2025-07-28T19:12:38.378Z,2025-07-28T19:07:38.378Z,300000,300000,300000,AUDIO,0,1,0,300000
2025-07-28T19:03:39.315Z,"Radio Station",N/A,"Madonna - Express Yourself",false,"United States",ra.1055200360,1490037896,voice_control,2025-07-28T19:03:39.315Z,NATURAL_END_OF_TRACK,2025-07-28T19:07:38.315Z,2025-07-28T19:07:38.315Z,2025-07-28T19:03:39.315Z,239000,239000,239000,AUDIO,0,1,0,239000
2025-07-28T19:01:29.746Z,"Radio Station",N/A,"Run-DMC - Peter Piper",false,"United States",ra.1055200360,1498287836,voice_control,2025-07-28T19:01:29.746Z,PLAYBACK_MANUALLY_PAUSED,2025-07-28T19:03:38.746Z,2025-07-28T19:03:38.746Z,2025-07-28T19:01:29.746Z,129000,129000,204000,AUDIO,0,1,0,129000
2025-07-28T18:56:18.300Z,"Radio Station",N/A,"A Flock of Seagulls - I Ran (So Far Away)",false,"United States",ra.1055200360,266222276,voice_control,2025-07-28T18:56:18.300Z,NATURAL_END_OF_TRACK,2025-07-28T19:01:27.300Z,2025-07-28T19:01:27.300Z,2025-07-28T18:56:18.300Z,309000,309000,309000,AUDIO,0,1,0,309000
2025-07-28T18:52:14.141Z,"Radio Station",N/A,"Survivor - Eye of the Tiger",false,"United States",ra.1055200360,254685026,voice_control,2025-07-28T18:52:14.141Z,NATURAL_END_OF_TRACK,2025-07-28T18:56:18.141Z,2025-07-28T18:56:18.141Z,2025-07-28T18:52:14.141Z,244000,244000,244000,AUDIO,0,1,0,244000
2025-07-28T18:47:58.649Z,"Radio Station",N/A,"Berlin - Take My Breath Away (Love Theme from ""Top Gun"")",false,"United States",ra.1055200360,387194076,voice_control,2025-07-28T18:47:58.649Z,NATURAL_END_OF_TRACK,2025-07-28T18:52:14.649Z,2025-07-28T18:52:14.649Z,2025-07-28T18:47:58.649Z,256000,256000,256000,AUDIO,0,1,0,256000
2025-07-28T18:44:45.846Z,"Radio Station",N/A,"George Michael - Faith",false,"United States",ra.1055200360,395918958,voice_control,2025-07-28T18:44:45.846Z,NATURAL_END_OF_TRACK,2025-07-28T18:47:58.846Z,2025-07-28T18:47:58.846Z,2025-07-28T18:44:45.846Z,193000,193000,193000,AUDIO,0,1,0,193000
2025-07-28T18:41:24.776Z,"Radio Station",N/A,"Men At Work - Who Can It Be Now?",false,"United States",ra.1055200360,282960963,voice_control,2025-07-28T18:41:24.776Z,NATURAL_END_OF_TRACK,2025-07-28T18:44:45.776Z,2025-07-28T18:44:45.776Z,2025-07-28T18:41:24.776Z,201000,201000,201000,AUDIO,0,1,0,201000
2025-07-28T18:39:00.393Z,"Radio Station",N/A,"Violent Femmes - Blister In The Sun",false,"United States",ra.1055200360,1706571324,voice_control,2025-07-28T18:39:00.393Z,NATURAL_END_OF_TRACK,2025-07-28T18:41:24.393Z,2025-07-28T18:41:24.393Z,2025-07-28T18:39:00.393Z,144000,144000,144000,AUDIO,0,1,0,144000
2025-07-28T15:40:33.044Z,"Radio Station",N/A,"Chicago - Hard Habit to Break",false,"United States",ra.1055200360,1107766023,voice_control,2025-07-28T15:40:33.044Z,PLAYBACK_MANUALLY_PAUSED,2025-07-28T15:44:27.044Z,2025-07-28T15:44:27.044Z,2025-07-28T15:40:33.044Z,234000,234000,285000,AUDIO,0,1,0,234000
2025-07-28T15:36:46.379Z,"Radio Station",N/A,"Tina Turner - What's Love Got to Do with It",false,"United States",ra.1055200360,804178540,voice_control,2025-07-28T15:36:46.379Z,NATURAL_END_OF_TRACK,2025-07-28T15:40:33.379Z,2025-07-28T15:40:33.379Z,2025-07-28T15:36:46.379Z,227000,227000,227000,AUDIO,0,1,0,227000
2025-07-28T15:32:49.552Z,"Radio Station",N/A,"Frankie Goes to Hollywood - Relax",false,"United States",ra.1055200360,1365569655,voice_control,2025-07-28T15:32:49.552Z,NATURAL_END_OF_TRACK,2025-07-28T15:36:46.552Z,2025-07-28T15:36:46.552Z,2025-07-28T15:32:49.552Z,237000,237000,237000,AUDIO,0,1,0,237000
2025-07-28T15:25:21.702Z,"Radio Station",N/A,"Melle Mel & Grandmaster Flash - White Lines (Don't Do It) [Original Long Version]",false,"United States",ra.1055200360,316385504,voice_control,2025-07-28T15:25:21.702Z,NATURAL_END_OF_TRACK,2025-07-28T15:32:49.702Z,2025-07-28T15:32:49.702Z,2025-07-28T15:25:21.702Z,448000,448000,448000,AUDIO,0,1,0,448000
2025-07-28T15:21:08.815Z,"Radio Station",N/A,"The Cult - She Sells Sanctuary",false,"United States",ra.1055200360,1028833873,voice_control,2025-07-28T15:21:08.815Z,NATURAL_END_OF_TRACK,2025-07-28T15:25:21.815Z,2025-07-28T15:25:21.815Z,2025-07-28T15:21:08.815Z,253000,253000,253000,AUDIO,0,1,0,253000
2025-07-28T15:16:14.307Z,"Radio Station",N/A,"Toto - Africa",false,"United States",ra.1055200360,185717604,voice_control,2025-07-28T15:16:14.307Z,NATURAL_END_OF_TRACK,2025-07-28T15:21:09.307Z,2025-07-28T15:21:09.307Z,2025-07-28T15:16:14.307Z,295000,295000,295000,AUDIO,0,1,0,295000
2025-07-28T15:11:18.890Z,"Radio Station",N/A,"Laura Branigan - Gloria (Single Version)",false,"United States",ra.1055200360,253339563,voice_control,2025-07-28T15:11:18.890Z,NATURAL_END_OF_TRACK,2025-07-28T15:16:13.890Z,2025-07-28T15:16:13.890Z,2025-07-28T15:11:18.890Z,295000,295000,295000,AUDIO,0,1,0,295000
2025-07-28T15:08:20.945Z,"Radio Station",N/A,"Billy Joel - It's Still Rock and Roll to Me",false,"United States",ra.1055200360,158618562,voice_control,2025-07-28T15:08:20.945Z,NATURAL_END_OF_TRACK,2025-07-28T15:11:18.945Z,2025-07-28T15:11:18.945Z,2025-07-28T15:08:20.945Z,178000,178000,178000,AUDIO,0,1,0,178000
2025-07-28T15:03:29.618Z,"Radio Station",N/A,"Bobby McFerrin - Don't Worry, Be Happy",false,"United States",ra.1055200360,724862378,voice_control,2025-07-28T15:03:29.618Z,NATURAL_END_OF_TRACK,2025-07-28T15:08:21.618Z,2025-07-28T15:08:21.618Z,2025-07-28T15:03:29.618Z,292000,292000,292000,AUDIO,0,1,0,292000
2025-07-28T14:59:11.695Z,"Radio Station",N/A,"Bruce Springsteen - Glory Days",false,"United States",ra.1055200360,203709191,voice_control,2025-07-28T14:59:11.695Z,NATURAL_END_OF_TRACK,2025-07-28T15:03:29.695Z,2025-07-28T15:03:29.695Z,2025-07-28T14:59:11.695Z,258000,258000,258000,AUDIO,0,1,0,258000
